Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0,0,0,0,0,1,0,46,47
BUENOS AIRES,Azul,Azul,6049020,2424,13918,51,56,65,2,0,1145,17661
BUENOS AIRES,Azul,Cacharí,6049030,0,0,2,0,0,0,0,521,523
BUENOS AIRES,Azul,Chillar,6049040,0,0,0,0,0,1,0,565,566
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,4690,103210,402,9967,493,14,0,2764,121540
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0,193,4,6,5,0,0,153,361
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,373,1488,1,0,0,0,0,15,1877
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0,0,0,1,0,8,0,0,9
BUENOS AIRES,Balcarce,Balcarce,6063010,1503,11090,38,37,47,0,0,883,13598
BUENOS AIRES,Balcarce,Los Pinos,6063020,0,0,0,0,9,0,0,30,39
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,0,15,0,0,0,50,65
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0,0,0,0,0,0,0,8,8
BUENOS AIRES,Balcarce,San Agustín,6063050,0,0,0,0,3,0,0,72,75
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0,0,0,0,0,0,0,42,42
BUENOS AIRES,Baradero,Baradero,6070010,1726,6904,0,3,0,1,0,809,9443
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,120,0,0,0,0,0,0,150,270
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,1,0,1,0,76,78
BUENOS AIRES,Baradero,Santa Coloma,6070030,0,0,0,0,0,0,0,53,53
BUENOS AIRES,Benito Juárez,Barker,6084010,0,0,1,10,0,3,0,70,84
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,782,0,20,563,4,1,0,147,1517
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,4,0,0,0,12,16
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0,0,0,20,0,1,0,100,121
BUENOS AIRES,Berazategui,Berazategui,6091010,1620,17627,42,24204,57,6,0,49,43605
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16,74,0,15245,0,0,0,0,15335
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,17,1474,0,1622,0,0,0,0,3113
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,2025,1456,0,0,0,0,0,16,3497
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,130,6481,2,8996,3,0,0,0,15612
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,501,2228,4,3062,0,0,0,90,5885
BUENOS AIRES,Berazategui,Pereyra,6091010,9,242,1,310,0,0,0,0,562
BUENOS AIRES,Berazategui,Plátanos,6091010,0,1938,0,2199,1,0,0,0,4138
BUENOS AIRES,Berazategui,Ranelagh,6091010,39,2949,13,7371,0,1,0,0,10373
BUENOS AIRES,Berazategui,Villa España,6091010,2,1220,0,2121,0,0,0,0,3343
BUENOS AIRES,Berisso,Berisso,6098010,4198,12545,23,7189,29,0,0,368,24352
BUENOS AIRES,Berisso,Villa Nueva,6098010,0,0,0,132,0,0,0,250,382
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0,0,0,132,0,0,0,250,382
BUENOS AIRES,Berisso,Villa Arguello,6098010,0,0,0,132,0,0,0,250,382
BUENOS AIRES,Berisso,Villa Progreso,6098010,0,0,0,132,0,0,0,250,382
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0,1,0,1,0,0,0,0,2
BUENOS AIRES,Bolívar,Pirovano,6105050,0,0,0,0,50,0,0,45,95
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,963,5136,2,0,0,1,0,255,6357
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,6,2,6,0,0,71,85
BUENOS AIRES,Bolívar,Hale,6105010,10,0,0,0,0,0,0,0,10
BUENOS AIRES,Bragado,Bragado,6112010,674,4141,10,127,0,0,0,212,5164
BUENOS AIRES,Bragado,General O'Brien,6112030,321,0,0,83,0,0,0,36,440
BUENOS AIRES,Bragado,Irala,6112040,0,2,0,0,0,0,0,22,24
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,10,8,0,0,0,0,0,8,26
BUENOS AIRES,Bragado,Warnes,6112090,135,0,0,0,9,0,0,7,151
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,220,0,0,0,2,222
BUENOS AIRES,Bragado,Olascoaga,6112080,0,0,0,0,0,0,0,40,40
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1805,5,0,1534,2,0,0,1135,4481
BUENOS AIRES,Brandsen,Jeppener,6119070,676,0,0,2,0,0,0,0,678
BUENOS AIRES,Campana,Campana,6126030,1981,17768,1,9777,18,5,0,43,29593
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0,50,0,0,0,0,0,0,50
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,106,0,0,0,41,147
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0,0,0,0,0,0,0,40,40
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0,0,0,0,0,0,0,35,35
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,206,858,7,0,0,0,0,44,1115
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0,0,0,200,0,0,0,0,200
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1228,5140,33,2260,0,1,0,526,9188
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,2744,0,3,0,0,0,270,3017
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0,0,0,0,0,2,0,233,235
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,60,0,0,686,0,0,0,141,887
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,228,0,2,0,0,0,0,25,255
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0,0,0,0,0,0,0,48,48
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0,0,0,0,0,0,0,20,20
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,180,3962,0,82,0,0,0,89,4313
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0,0,0,0,0,0,0,44,44
BUENOS AIRES,Carlos Casares,Cadret,6147020,0,0,0,0,1,0,0,48,49
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1425,11,8,1562,0,0,0,2461,5467
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0,0,0,0,0,0,0,161,161
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0,0,0,0,0,0,0,44,44
BUENOS AIRES,Carlos Casares,Smith,6147100,0,0,0,0,0,0,0,190,190
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0,0,0,0,0,0,0,47,47
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0,0,1,0,0,0,0,0,1
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,15,1226,1,68,0,0,0,506,1816
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0,0,0,0,0,0,0,81,81
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0,0,0,0,0,1,0,198,199
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0,0,0,0,0,0,0,16,16
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0,0,0,0,0,0,0,61,61
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,388,1715,5,0,1,0,0,905,3014
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0,0,0,0,0,0,0,31,31
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0,0,0,0,0,0,0,107,107
BUENOS AIRES,Castelli,Castelli,6168010,67,1109,0,1121,0,2,0,28,2327
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,46,0,0,0,3,49
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,7,0,0,0,0,7
BUENOS AIRES,Chacabuco,Castilla,6210010,0,0,0,0,0,0,0,274,274
BUENOS AIRES,Chacabuco,Chacabuco,6210020,925,9935,16,14,16,0,0,2,10908
BUENOS AIRES,Chacabuco,O'Higgins,6210040,260,0,0,220,0,0,0,12,492
BUENOS AIRES,Chacabuco,Rawson,6210050,59,0,0,383,0,0,0,134,576
BUENOS AIRES,Chascomús,Chascomús,6217010,2159,7571,85,1159,85,1,0,0,11060
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,104,1879,0,0,0,0,444,0,2427
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,132,0,0,0,0,132
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2628,9055,119,976,119,1,0,3172,16070
BUENOS AIRES,Chivilcoy,La Rica,6224040,39,0,0,0,0,0,0,97,136
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,338,0,546,0,0,0,29,913
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3,0,0,0,0,0,0,47,50
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3,0,0,0,0,0,0,49,52
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55,0,0,0,0,0,0,2,57
BUENOS AIRES,Colón,Colón,6175010,4143,1609,0,1794,0,0,0,20,7566
BUENOS AIRES,Colón,Sarasa,6175040,0,0,0,0,0,0,0,14,14
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,852,20570,48,6,0,6,0,0,21482
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0,0,0,120,0,0,0,0,120
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0,0,0,0,0,0,0,42,42
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0,0,0,30,0,0,0,53,83
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,228,1170,3,1,0,0,0,32,1434
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0,0,0,32,0,0,0,5,37
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,586,0,0,0,48,634
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,342,0,0,0,0,342
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,649,2056,3,5,0,0,0,171,2884
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,1,24,0,0,0,3,28
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,817,2429,88,1609,88,0,0,785,5816
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,1,1526,0,0,0,546,2073
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0,0,0,0,0,0,0,52,52
BUENOS AIRES,Coronel Suárez,San José,6203070,0,50,0,795,0,0,0,0,845
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,17,0,515,0,0,0,0,532
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0,63,0,648,0,0,0,0,711
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,104,0,72,0,0,0,0,176
BUENOS AIRES,Daireaux,Daireaux,6231030,281,0,0,0,194,50,0,339,864
BUENOS AIRES,Daireaux,Salazar,6231060,0,0,0,0,0,0,0,79,79
BUENOS AIRES,Dolores,Dolores,6238010,1575,11070,1,8,0,0,325,0,12979
BUENOS AIRES,Dolores,Sevigne,6238020,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Ensenada,Ensenada,6245010,1534,10838,17,2923,6,0,0,2092,17410
BUENOS AIRES,Ensenada,Villa Catela,6245010,0,0,0,0,0,0,0,7,7
BUENOS AIRES,Escobar,Belen de Escobar,6252010,2614,17042,21,9338,333,1,0,97,29446
BUENOS AIRES,Escobar,El cazador,6252010,0,975,0,2226,0,0,0,0,3201
BUENOS AIRES,Escobar,Garín,6252010,4440,9756,3,3645,2,2,0,11,17859
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,933,4261,3,3091,1,0,0,300,8589
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,1058,0,0,0,0,1058
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,404,4528,0,14,2,0,0,14,4962
BUENOS AIRES,Escobar,Matheu,6252010,1242,2584,2,23,3,2,0,58,3914
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,237,6668,6,12,1,0,0,153,7077
BUENOS AIRES,Esteban Echeverría,Canning,6260010,3,3636,0,1050,1,0,0,288,4978
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0,6276,0,4,2,2,0,89,6373
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,4,7436,2,1758,1,0,0,77,9278
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,211,27784,61,24799,70,4,0,312,53241
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2,0,0,0,0,0,0,0,2
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0,0,0,0,0,0,0,164,164
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,359,0,6,82,0,0,0,0,447
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,2,7166,2,0,0,2,0,0,7172
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0,0,0,0,0,0,0,5,5
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,1150,0,0,1906,0,0,0,164,3220
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,397,0,0,335,0,0,0,43,775
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,223,0,3,4,0,1,0,0,231
BUENOS AIRES,Ezeiza,Canning,6270010,194,1799,1,1036,1,0,0,150,3181
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,343,5817,2,1309,164,2,0,1,7638
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,540,14124,13,4960,0,2,0,103,19742
BUENOS AIRES,Ezeiza,La Unión,6270010,107,9129,1,752,0,2,0,0,9991
BUENOS AIRES,Ezeiza,OTROS,Sin Datos,3,1,0,5,0,0,0,0,9
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,571,11156,5,900,18,0,0,8,12658
BUENOS AIRES,Florencio Varela,Bosques,6274010,35,7704,3,3403,13,0,0,266,11424
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,7,2435,4,4028,0,0,0,0,6474
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,661,17987,30,23820,263,4,0,810,43575
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,13,7370,6,487,0,0,0,0,7876
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,2505,5170,0,907,0,0,0,0,8582
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0,0,0,4,0,0,0,0,4
BUENOS AIRES,Florencio Varela,la rotonda,6274010,357,0,0,0,0,0,0,0,357
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0,88,0,280,0,0,0,0,368
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,0,363,0,0,0,0,0,0,363
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,31,4061,1,226,0,0,0,0,4319
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,12,4377,1,2574,0,0,0,0,6964
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0,0,0,0,0,1,0,5,6
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,98,0,0,329,0,0,0,0,427
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,0,0,0,0,0,0,0,2,2
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0,0,3,930,0,1,0,32,966
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,0,0,2,0,0,0,0,142,144
BUENOS AIRES,General Alvarado,Mechongué,6280030,256,0,0,0,0,0,0,3,259
BUENOS AIRES,General Alvarado,Miramar,6280040,4888,1656,74,1,76,2,0,960,7657
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005,0,0,0,0,0,0,0,1,1
BUENOS AIRES,General Arenales,Arribeños,6294010,271,401,1,201,15,0,0,265,1154
BUENOS AIRES,General Arenales,Ascensión,6294020,1200,395,0,0,250,0,0,139,1984
BUENOS AIRES,General Arenales,Ferré,6294040,0,152,0,351,0,0,0,407,910
BUENOS AIRES,General Arenales,General Arenales,6294050,0,863,1,291,0,0,0,410,1565
BUENOS AIRES,General Arenales,La Angelita,6294060,26,0,0,0,2,0,0,67,95
BUENOS AIRES,General Arenales,La Trinidad,6294070,0,15,0,1,0,0,0,102,118
BUENOS AIRES,General Belgrano,General Belgrano,6301010,513,1916,5,2,0,1,0,886,3323
BUENOS AIRES,General Belgrano,Gorchs,6301020,0,0,0,0,0,1,0,44,45
BUENOS AIRES,General Guido,General Guido,6308010,0,0,1,302,0,0,0,228,531
BUENOS AIRES,General Guido,Labarden,6308020,0,0,0,0,0,0,0,72,72
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,728,486,8,4858,0,2,0,0,6082
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2510,0,74,1148,74,0,0,265,4071
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,0,0,0,0,0,0,0,16,16
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,272,2222,3,19,1,0,0,2,2519
BUENOS AIRES,General Las Heras,Lozano,6329020,0,0,0,0,0,1,0,0,1
BUENOS AIRES,General Las Heras,Villars,6329060,0,270,1,1,0,0,0,0,272
BUENOS AIRES,General Lavalle,General Lavalle,6336020,0,358,0,4,0,1,0,69,432
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,0,0,0,1,0,0,0,0,1
BUENOS AIRES,General Lavalle,Pavón,6336030,0,0,0,201,22,0,0,3,226
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,0,0,0,0,0,0,0,1,1
BUENOS AIRES,General Paz,Loma Verde,6343020,0,0,0,0,0,0,0,214,214
BUENOS AIRES,General Paz,Ranchos,6343030,1242,0,11,773,11,0,0,1448,3485
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,0,0,0,0,0,0,0,181,181
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,141,0,0,0,0,0,0,121,262
BUENOS AIRES,General Pinto,General Pinto,6351020,0,0,3,0,0,1,0,0,4
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,1112,0,0,0,0,0,0,0,1112
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,0,0,0,332,0,2,0,0,334
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,0,0,0,0,0,0,0,55,55
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,0,0,0,0,0,0,0,99,99
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,0,0,0,0,0,0,0,94,94
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,0,0,0,25,0,0,0,87,112
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,0,0,0,0,0,0,0,350,350
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,0,0,0,127,0,0,0,97,224
BUENOS AIRES,General Pueyrredón,Batán,6357070,1313,0,0,1514,0,1,0,607,3435
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,83,0,0,1664,0,2,0,479,2228
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,246,0,0,93,0,0,0,208,547
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15277,119493,533,110262,567,10,0,1153,247295
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos,0,0,0,151,0,0,0,0,151
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,468,0,0,210,1,0,0,222,901
BUENOS AIRES,General Pueyrredón,Camet,6357090,1226,0,0,377,0,1,0,357,1961
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,0,0,0,0,0,0,0,8,8
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1293,10669,21,7704,6074,1,0,509,26271
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,0,0,0,2,0,0,0,0,2
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,0,0,3,2495,0,0,0,2,2500
BUENOS AIRES,General San Martín,Billinghurst,6371010,12,784,0,3338,0,0,0,0,4134
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,3913,25272,5,5709,88,4,0,4,34995
BUENOS AIRES,General San Martín,OTROS,Sin Datos,11,0,0,0,0,0,0,0,11
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,0,99,0,0,0,0,0,0,99
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,0,162,0,439,0,0,0,0,601
BUENOS AIRES,General San Martín,Villa Ballester,6371010,1963,22554,1,7335,32,0,0,347,32232
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,0,548,0,959,0,0,0,0,1507
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,0,734,0,16,0,0,0,0,750
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,0,1336,0,1923,0,0,0,0,3259
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,0,565,0,715,0,0,0,0,1280
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,0,3016,0,2336,0,0,0,0,5352
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,0,1359,0,2033,0,0,0,0,3392
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,0,607,0,971,0,0,0,0,1578
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,0,727,0,1129,0,0,0,0,1856
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,0,974,0,2357,0,0,0,382,3713
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,0,1069,0,1938,0,0,0,0,3007
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,1612,3637,0,674,16,0,0,2210,8149
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,0,1153,0,2433,0,0,0,0,3586
BUENOS AIRES,General San Martín,Villa Libertad,6371010,0,1197,0,2303,0,0,0,0,3500
BUENOS AIRES,General San Martín,Villa Lynch,6371010,267,2222,2,14,2,0,0,0,2507
BUENOS AIRES,General San Martín,Villa Maipu,6371010,97,1572,0,2867,0,0,0,545,5081
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,0,588,0,1124,0,0,0,0,1712
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,0,203,0,327,0,0,0,0,530
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,0,170,0,360,32,0,0,0,562
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,964,5813,0,1103,20,0,0,586,8486
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,0,276,0,470,0,0,0,0,746
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,0,12,0,0,0,0,0,0,12
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,0,0,0,0,0,0,61,623
BUENOS AIRES,General Viamonte,Los Toldos,6385030,262,0,1,4453,0,0,0,47,4763
BUENOS AIRES,General Viamonte,Zavalía,6385050,0,0,0,0,0,0,0,31,31
BUENOS AIRES,General Villegas,Banderaló,6392010,0,0,0,0,250,1,0,0,251
BUENOS AIRES,General Villegas,Cañada Seca,6392020,0,0,0,0,200,0,0,0,200
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,0,0,60,0,1,0,0,378
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,0,0,0,0,0,1,0,0,1
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,315,23,0,3504,0,1,0,46,3889
BUENOS AIRES,General Villegas,Piedritas,6392080,368,0,0,189,0,1,0,58,616
BUENOS AIRES,General Villegas,Santa Regina,6392100,0,75,0,0,0,0,0,0,75
BUENOS AIRES,General Villegas,Pichincha,6392070,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Guaminí,Casbas,6399020,0,0,1,0,0,0,0,130,131
BUENOS AIRES,Guaminí,Guaminí,6399040,0,0,0,75,0,0,0,349,424
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,196,0,0,96,0,0,0,184,476
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,0,0,0,0,0,0,0,43,43
BUENOS AIRES,Guaminí,Garré,6399030,0,0,0,288,0,0,0,0,288
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,113,0,1,0,0,0,0,810,924
BUENOS AIRES,Hurlingham,Hurlingham,6408010,548,15356,57,16946,65,0,0,296,33268
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,122,7257,27,13191,1,0,0,72,20670
BUENOS AIRES,Hurlingham,William C. Morris,6408010,0,17,0,13,0,0,0,351,381
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,419,26927,122,22285,122,3,0,199,50077
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,0,0,0,0,0,0,0,30,30
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,0,0,2,0,0,0,0,4
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,21,8869,9,3253,0,0,0,338,12490
BUENOS AIRES,José C. Paz,Del Viso,6412010,0,241,0,0,0,0,0,0,241
BUENOS AIRES,José C. Paz,José C Paz,6412010,2429,29183,84,12224,482,3,0,108,44513
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,0,1558,0,0,0,0,0,0,1558
BUENOS AIRES,Junín,Agustín Roca,6413010,0,0,0,89,0,0,0,210,299
BUENOS AIRES,Junín,Agustina,6413020,0,0,0,8,0,0,0,0,8
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,0,0,0,0,0,0,0,4,4
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,0,0,0,0,0,0,0,69,69
BUENOS AIRES,Junín,Junín,6413050,3103,18154,87,4314,89,1,0,7694,33442
BUENOS AIRES,Junín,Laplacette,6413060,0,0,0,1,0,0,16,0,17
BUENOS AIRES,Junín,Morse,6413070,0,57,0,254,0,0,0,117,428
BUENOS AIRES,Junín,Saforcada,6413080,0,0,0,0,1,0,0,75,76
BUENOS AIRES,La Costa,Las Toninas,6420010,435,1076,2,68,401,0,0,26,2008
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1442,4326,33,9049,1042,0,0,1,15893
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1968,3551,5,743,2343,0,0,40,8650
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,4615,7654,16,191,18,0,0,201,12695
BUENOS AIRES,La Costa,Aguas Verdes,6420030,28,0,0,141,0,0,0,1,170
