Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
LA PAMPA,Rancul,Rancul,--,--,--,SI,SI,--,SI,SI,SI
LA RIOJA,Coronel Felipe Varela,Pagancillo,--,--,--,SI,SI,--,--,SI,--
LA RIOJA,Coronel Felipe Varela,Santa Clara,--,--,--,--,--,--,--,--,--
LA RIOJA,Coronel Felipe Varela,Villa Unión,--,SI,--,SI,SI,--,SI,SI,SI
LA RIOJA,Famatina,Alto Carrizal,--,--,--,--,--,--,--,--,--
LA RIOJA,Famatina,Angulos,--,--,--,--,--,--,SI,SI,--
LA RIOJA,Famatina,Antinaco,--,--,--,--,--,--,--,--,--
LA RIOJA,Famatina,Bajo Carrizal,--,--,--,--,--,--,--,--,--
LA RIOJA,Famatina,Campanas,--,--,--,SI,SI,--,SI,SI,--
LA RIOJA,Famatina,Chañarmuyo,--,--,--,--,--,--,--,SI,--
LA RIOJA,Famatina,Famatina,SI,SI,--,SI,SI,SI,SI,SI,--
LA RIOJA,Famatina,La Cuadra,--,--,--,--,--,--,--,SI,--
LA RIOJA,Famatina,Pituil,--,--,--,--,SI,--,SI,SI,--
LA RIOJA,Famatina,Plaza Vieja,--,--,--,--,--,--,--,--,--
LA RIOJA,Famatina,Santa Cruz,--,--,--,--,--,--,--,SI,--
LA RIOJA,Famatina,Santo Domingo,--,--,--,--,--,--,--,--,--
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,--,--,--,SI,SI,--,SI,SI,--
LA RIOJA,General Angel V. Peñaloza,Tama,SI,--,--,SI,SI,--,SI,SI,--
LA RIOJA,General Belgrano,Castro Barros,--,--,--,--,--,--,--,SI,--
LA RIOJA,General Belgrano,Chañar,SI,--,--,SI,--,SI,SI,SI,--
NEUQUEN,Collón Curá,Piedra del Águila,--,--,SI,--,SI,SI,SI,--,SI
NEUQUEN,Collón Curá,Santo Tomás,--,--,--,--,--,--,SI,--,SI
NEUQUEN,Confluencia,11 de Octubre,SI,--,--,SI,SI,SI,SI,--,--
NEUQUEN,Confluencia,Arroyito,--,--,--,--,SI,SI,--,SI,--
NEUQUEN,Confluencia,Barrio Ruca Luhé,--,--,--,SI,--,--,SI,--,--
NEUQUEN,Confluencia,Centenario,SI,SI,--,SI,SI,SI,SI,SI,SI
NEUQUEN,Confluencia,Cutral Có,SI,--,SI,SI,SI,SI,--,SI,SI
NEUQUEN,Confluencia,El Chocón,--,--,--,--,--,--,--,SI,SI
NEUQUEN,Confluencia,Mari Menuco,--,--,--,--,SI,SI,--,SI,--
NEUQUEN,Huiliches,Junín de los Andes,SI,SI,SI,SI,SI,SI,SI,SI,SI
NEUQUEN,Ñorquín,Caviahué,--,--,SI,--,SI,--,SI,SI,SI
NEUQUEN,Ñorquín,Copahue,--,--,--,--,--,--,SI,SI,--
NEUQUEN,Ñorquín,El Cholar,--,--,--,--,--,--,SI,SI,SI
NEUQUEN,Ñorquín,El Huecú,--,--,--,--,SI,--,SI,SI,SI
NEUQUEN,Ñorquín,Taquimilán,--,--,--,--,--,--,SI,SI,--
NEUQUEN,Pehuenches,Barrancas,--,--,--,--,--,--,SI,SI,SI
NEUQUEN,Pehuenches,Buta Ranquil,--,--,--,--,SI,--,SI,--,SI
NEUQUEN,Pehuenches,Octavio Pico,--,--,--,--,--,--,--,--,--
NEUQUEN,Pehuenches,Rincón de los Sauces,SI,SI,SI,SI,SI,SI,SI,SI,SI
NEUQUEN,Picún Leufú,El Sauce,--,--,--,--,--,--,--,--,--
NEUQUEN,Picún Leufú,Paso Aguerre,--,--,--,--,--,--,SI,--,--
NEUQUEN,Picún Leufú,Picún Leufú,--,--,--,--,SI,--,SI,SI,SI
NEUQUEN,Picunches,Bajada del Agrio,--,--,--,--,SI,--,SI,--,--
NEUQUEN,Picunches,La Buitrera,--,--,--,--,--,--,--,--,SI
NEUQUEN,Picunches,Las Lajas,--,--,SI,--,SI,--,SI,--,SI
NEUQUEN,Picunches,Quili Malal,--,--,--,--,--,--,--,--,--
NEUQUEN,Zapala,Covunco Centro,--,--,--,--,SI,--,--,--,--
RIO NEGRO,Bariloche,San Carlos de Bariloche,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO NEGRO,Bariloche,Villa Campanario,--,--,--,--,SI,SI,--,--,--
RIO NEGRO,Bariloche,Villa Catedral,SI,--,--,--,SI,SI,SI,--,--
RIO NEGRO,Bariloche,Villa Llao Llao,SI,--,--,--,SI,SI,SI,--,--
RIO NEGRO,Bariloche,Villa Los Coihues,--,--,--,--,SI,SI,--,--,SI
RIO NEGRO,Bariloche,Villa Mascardi,--,--,--,SI,SI,SI,--,--,--
RIO NEGRO,Conesa,Barrio Colonia Conesa,--,--,--,--,--,--,--,--,--
RIO NEGRO,Conesa,Barrio Planta Compresora de Gas,--,--,--,--,--,--,--,--,--
RIO NEGRO,Conesa,General Conesa,SI,--,--,SI,SI,SI,SI,--,SI
RIO NEGRO,El Cuy,Aguada Guzmán,--,--,--,--,--,--,--,--,SI
RIO NEGRO,El Cuy,Cerro Policía,--,--,--,SI,SI,SI,SI,--,--
RIO NEGRO,El Cuy,El Cuy,SI,--,SI,--,--,--,SI,--,SI
RIO NEGRO,El Cuy,Las Perlas,--,--,--,SI,SI,--,--,SI,SI
RIO NEGRO,El Cuy,Mencué,--,--,--,--,--,--,SI,--,SI
SAN JUAN,Santa Lucía,Colonia Gutierrez,--,--,--,--,SI,SI,--,--,--
SAN JUAN,Santa Lucía,Santa Lucía,SI,--,SI,SI,SI,SI,SI,SI,--
SAN JUAN,Sarmiento,Cañada Honda,--,--,--,SI,SI,--,SI,SI,SI
SAN JUAN,Sarmiento,Cienaguita,--,--,--,SI,--,--,--,SI,--
SAN JUAN,Sarmiento,Colonia Fiscal,--,--,--,--,--,--,--,--,--
SAN JUAN,Sarmiento,Divisadero,--,--,--,--,SI,--,SI,SI,--
SAN JUAN,Sarmiento,Guanacache,--,--,--,--,SI,--,--,SI,--
SAN JUAN,Sarmiento,Las Lagunas,--,--,--,--,SI,SI,--,--,SI
SAN JUAN,Sarmiento,Los Berros,--,--,--,SI,SI,SI,SI,SI,--
SAN JUAN,Sarmiento,Pedernal,--,--,--,--,SI,--,--,SI,--
SAN JUAN,Sarmiento,Punta del Médano,--,--,--,--,SI,--,SI,SI,--
SAN JUAN,Sarmiento,Villa Media Agua,--,--,--,SI,SI,SI,SI,SI,--
SAN JUAN,Ullum,Villa Ibáñez,--,--,SI,--,SI,SI,SI,SI,--
SAN JUAN,Valle Fértil,Astica,--,--,--,--,SI,SI,SI,SI,--
SAN JUAN,Valle Fértil,Balde del Rosario,--,--,--,--,--,--,SI,--,--
SAN JUAN,Valle Fértil,Chucuma,--,--,--,--,--,SI,--,--,--
SAN JUAN,Jáchal,Gran China,--,--,--,--,--,--,--,SI,--
SAN JUAN,Jáchal,Huaco,--,--,--,--,--,--,SI,SI,--
SAN JUAN,Jáchal,La Falda,--,--,--,--,--,--,--,--,--
SAN JUAN,Jáchal,Mogna,--,--,--,--,--,--,--,SI,--
SAN JUAN,Jáchal,Niquivil,--,--,--,--,SI,--,SI,SI,--
SAN JUAN,Jáchal,Pampa Vieja,--,--,--,--,--,--,--,SI,--
SAN JUAN,Jáchal,San Isidro,--,--,--,--,--,--,--,SI,--
SAN JUAN,Jáchal,San José de Jáchal,--,--,SI,SI,SI,SI,SI,SI,SI
SAN JUAN,Jáchal,Tamberías,--,--,--,--,--,--,SI,SI,--
SAN JUAN,Jáchal,Villa Malvinas Argentinas,--,--,--,--,--,--,--,SI,--
SAN JUAN,Jáchal,Villa Mercedes,--,--,--,--,SI,--,SI,SI,SI
SAN JUAN,Pocito,Barrio Municipal,--,--,--,--,--,--,--,--,--
SAN JUAN,Pocito,Barrio Ruta 40,--,--,--,--,SI,SI,--,SI,--
SAN JUAN,Pocito,Carpintería,--,--,--,--,SI,--,SI,SI,--
SAN JUAN,Pocito,La Rinconada,--,--,--,--,SI,SI,--,--,--
SAN JUAN,Pocito,Las Piedritas,--,--,--,--,--,--,--,--,--
SAN JUAN,Pocito,Quinto Cuartel,--,--,--,--,SI,SI,SI,SI,--
SAN JUAN,Pocito,Villa Aberastain,--,--,--,--,SI,SI,--,SI,--
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,SI,--,SI,--,--,--,SI,SI,SI
SAN JUAN,Valle Fértil,Los Baldecitos,--,--,--,--,SI,SI,SI,--,--
SAN JUAN,Valle Fértil,Usno,--,--,--,--,--,--,--,--,--
SAN JUAN,Valle Fértil,Villa San Agustín,--,--,--,SI,SI,--,SI,SI,SI
SAN JUAN,Zonda,Villa Basilio Nievas,--,--,--,--,SI,SI,SI,SI,--
SAN JUAN,Zonda,Villa Tacu,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Balde De Azcurra,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Balde De Los Torres,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Balde Del Carmen,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Balde Retamo,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Baldecito De La Pampa,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Candelaria,--,--,--,SI,SI,--,SI,SI,--
SAN LUIS,Ayacucho,Carpinteria,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,El Calden,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,El Injerto,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,El Rincon,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,El Vinagrillo,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,El Zapallar,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Aguada,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Avenencia,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Botija,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Brea,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Majada,--,--,--,--,--,--,--,SI,--
SAN LUIS,Ayacucho,La Represita,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,La Salvadora,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Las Chacras,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Las Chimbas,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Las Lagunitas,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Leandro N. Alem,--,--,--,--,--,--,--,SI,--
SAN LUIS,Ayacucho,Lomas Blancas,--,--,--,--,--,--,--,SI,--
SANTA FE,Constitución,Bombal,SI,SI,--,SI,SI,SI,SI,--,--
SANTA FE,Constitución,Cañada Rica,--,--,--,--,SI,--,SI,--,--
SANTA FE,Constitución,Cepeda,--,--,--,--,--,--,--,SI,--
SANTA FE,Constitución,Empalme Villa Constitución,SI,--,--,--,SI,--,SI,--,--
SANTA FE,Constitución,Firmat,--,--,--,--,--,--,--,--,--
SANTA FE,Constitución,General Gelly,SI,--,--,--,SI,--,--,SI,--
SANTA FE,Constitución,Godoy,--,--,--,--,SI,SI,SI,SI,--
SANTA FE,Constitución,Juan B. Molina,SI,--,--,--,SI,SI,SI,SI,--
SANTA FE,Constitución,Juncal,SI,--,--,SI,--,--,SI,SI,--
SANTA FE,Constitución,La Vanguardia,--,--,--,SI,--,--,SI,--,--
SANTA FE,Constitución,Máximo Paz (Est. Paz),SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,Constitución,Pavón,SI,--,--,--,SI,SI,SI,--,--
SANTA FE,Constitución,Pavón Arriba,--,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Constitución,Peyrano,--,SI,--,--,SI,--,SI,--,--
SANTA FE,Constitución,Rueda,--,--,--,--,--,--,SI,SI,--
SANTA FE,Constitución,Santa Teresa,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Constitución,Sargento Cabral,--,--,--,SI,SI,--,SI,SI,--
SANTA FE,Constitución,Stephenson,--,--,--,--,SI,--,--,--,--
SANTA FE,Constitución,Theobald,--,--,--,--,SI,--,SI,--,--
SANTA FE,Constitución,Villa Constitución,SI,SI,--,SI,SI,SI,SI,SI,--
SANTA FE,Garay,Cayastá,--,--,--,--,SI,SI,SI,SI,--
SANTA FE,Garay,Helvecia,--,SI,--,--,SI,--,SI,SI,--
SANTA FE,Garay,Los Zapallos,--,SI,--,--,SI,--,SI,--,--
SANTA FE,Garay,Saladero Mariano Cabal,--,--,--,--,SI,--,SI,SI,SI
SANTA FE,Garay,Santa Rosa de Calchines,SI,SI,--,--,SI,SI,SI,--,--
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),--,--,--,--,SI,--,SI,SI,--
SANTA FE,General López,Amenábar,SI,--,--,--,SI,SI,SI,SI,--
SANTA FE,General López,Cafferata,SI,--,--,SI,SI,SI,--,--,--
SANTA FE,San Jerónimo,López (Est. San Martín de Tours),SI,SI,--,--,SI,--,SI,--,--
SANTA FE,San Jerónimo,Maciel,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,San Jerónimo,Monje,--,--,--,SI,SI,SI,SI,--,--
SANTA FE,San Jerónimo,Puerto Aragón,--,--,--,--,--,--,--,--,--
SANTA FE,San Jerónimo,San Eugenio,--,SI,--,--,SI,--,--,--,--
SANTA FE,San Jerónimo,San Fabián,SI,SI,--,--,--,--,SI,SI,--
SANTA FE,San Jerónimo,San Genaro,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,San Jerónimo,San Genaro Norte,SI,SI,--,SI,SI,--,SI,SI,--
SANTA FE,San Justo,Angeloni,--,--,--,--,--,--,--,SI,--
SANTA FE,San Justo,Cayastacito,--,--,--,--,--,--,SI,SI,--
SANTA FE,San Justo,Colonia Dolores,--,--,--,--,SI,--,--,SI,--
SANTA FE,San Justo,Esther,--,--,--,--,--,--,--,SI,--
SANTA FE,San Justo,Gobernador Crespo,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,San Justo,La Criolla (Est. Cañadita),SI,SI,--,--,SI,--,SI,SI,--
SANTA FE,San Justo,La Penca y Caraguatá,--,--,--,--,--,--,SI,SI,--
SANTA FE,San Justo,Marcelino Escalada,SI,SI,--,--,SI,SI,SI,SI,--
SANTA FE,San Justo,Naré,--,--,--,--,--,--,SI,SI,--
SANTA FE,San Justo,Pedro Gómez Cello,--,--,--,--,SI,--,SI,SI,--
SANTA FE,San Justo,Ramayón,--,--,--,--,--,--,SI,SI,--
SANTA FE,San Justo,San Bernardo,--,--,--,--,--,--,--,SI,--
SANTA FE,San Justo,San Justo,SI,--,--,SI,SI,SI,SI,SI,--
SANTA FE,San Justo,San Martín Norte,--,--,--,--,SI,--,SI,SI,--
SANTA FE,San Justo,Silva (Est. Abipones),--,--,--,--,--,--,--,SI,--
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),SI,--,--,SI,SI,--,SI,SI,--
SANTA FE,San Justo,Videla,SI,--,--,SI,SI,--,SI,SI,--
SANTA FE,San Lorenzo,Aldao,--,SI,--,--,SI,--,SI,--,--
SANTIAGO DEL ESTERO,Río Hondo,La Nueva Donosa,--,--,--,--,SI,SI,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Los Miranda,--,--,--,--,--,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,--,--,--,SI,SI,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Mansupa,--,--,--,--,SI,SI,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,--,--,--,SI,--,--,--,--,SI
SANTIAGO DEL ESTERO,Río Hondo,Rodeo de Valdez,--,--,--,--,--,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Sauzal,--,--,--,--,--,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,SI,--,--,SI,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Río Hondo,Villa Giménez,--,--,--,--,--,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,--,--,--,--,SI,SI,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Villa Turística del Embalse,--,--,--,--,--,--,--,--,--
SANTIAGO DEL ESTERO,Río Hondo,Vinará,--,--,--,--,SI,--,--,--,--
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,--,SI,--,--,SI,--,--,SI,SI
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,--,--,--,SI,SI,SI,--,SI,--
SANTIAGO DEL ESTERO,Rivadavia,Selva,--,SI,--,SI,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,Robles,Beltrán,SI,--,--,--,SI,SI,SI,SI,SI
TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Dorrego,El Perdido (Est. José A. Guisasola),--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Dorrego,Faro,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Coronel Dorrego,Irene,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Coronel Dorrego,Oriente,--,--,--,SI,SI,--,SI,SI,--
BUENOS AIRES,Coronel Dorrego,Paraje La Ruta,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Coronel Dorrego,San Román,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Pringles,El Divisorio,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Coronel Pringles,El Pensamiento,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Coronel Pringles,Indio Rico,--,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Pringles,Lartigau,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Coronel Suárez,Cascadas,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Coronel Suárez,Coronel Suárez,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Suárez,Cura Malal,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Coronel Suárez,D'Orbigny,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Lomas De Zamora,Llavallol,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Lomas De Zamora,Temperley,SI,SI,SI,SI,SI,SI,SI,--,SI
BUENOS AIRES,Lomas De Zamora,Turdera,SI,SI,SI,SI,SI,SI,SI,--,--
BUENOS AIRES,Lomas De Zamora,Villa Centenario,--,SI,--,SI,SI,SI,--,SI,--
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,--,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Colón,Los Molles,--,--,--,--,--,--,--,--,SI
BUENOS AIRES,Tigre,Ricardo Rojas,SI,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Tigre,Rincón de Milberg,SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Tigre,Tigre,SI,SI,--,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tordillo,General Conesa,SI,SI,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Tordillo,Villa Roch,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Tornquist,Chasicó,--,--,--,--,--,--,SI,--,--
BUENOS AIRES,Tornquist,Saldungaray,SI,--,--,--,SI,SI,SI,--,--
BUENOS AIRES,Tornquist,Sierra de la Ventana,--,SI,--,SI,SI,SI,SI,--,--
SAN LUIS,Ayacucho,Los Quemados,--,--,--,--,--,--,--,--,--
SAN LUIS,Ayacucho,Luján,--,--,--,--,--,--,SI,SI,--
CORDOBA,Colón,Malvinas Argentinas,SI,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Colón,Mendiolaza,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Colón,Mi Granja,--,--,--,SI,--,--,SI,--,--
CORDOBA,Colón,Pajas Blancas,--,--,--,--,SI,SI,--,SI,--
CORDOBA,Colón,Río Ceballos,SI,SI,--,SI,SI,SI,SI,SI,SI
CORDOBA,Colón,Saldán,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Colón,Salsipuedes,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Colón,Santa Elena,--,--,--,--,--,--,--,--,--
CORDOBA,Colón,Tinoco,--,--,--,--,--,--,SI,--,--
CORDOBA,Colón,Unquillo,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Juárez Celman,Los Cisnes,SI,--,--,SI,SI,--,SI,SI,--
CORDOBA,Juárez Celman,Olaeta,--,SI,--,--,SI,--,SI,--,--
CORDOBA,Juárez Celman,Pacheco de Melo,--,--,--,--,--,--,--,--,--
CORDOBA,Juárez Celman,Paso del Durazno,--,--,--,--,--,--,--,--,--
CORDOBA,Juárez Celman,Santa Eufemia,--,SI,--,--,SI,SI,SI,SI,SI
CORDOBA,Juárez Celman,Ucacha,SI,SI,--,SI,SI,SI,SI,SI,--
CORDOBA,Juárez Celman,Villa Reducción,--,--,--,--,SI,SI,SI,SI,--
CORDOBA,Marcos Juárez,Alejo Ledesma,--,--,--,SI,SI,SI,SI,SI,SI
CORDOBA,Marcos Juárez,Arias,SI,--,--,--,SI,SI,SI,--,--
CORDOBA,Marcos Juárez,Camilo Aldao,SI,--,--,SI,SI,SI,SI,--,SI
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,SI,--,--,--,--,--,SI,SI,--
CORDOBA,Marcos Juárez,Cavanagh,--,--,--,--,SI,--,SI,SI,--
CORDOBA,Marcos Juárez,Colonia Barge,--,--,--,--,--,--,--,--,--
CORRIENTES,San Martín,Yapeyú,--,--,--,--,SI,SI,SI,--,--
CORRIENTES,San Miguel,Loreto,--,--,--,--,SI,--,SI,SI,SI
CORRIENTES,San Miguel,San Miguel,--,--,--,--,SI,SI,SI,SI,SI
CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),--,--,--,--,SI,--,SI,--,--
CORRIENTES,San Roque,Chavarría,--,--,--,--,--,--,SI,--,SI
CORRIENTES,San Roque,Colonia Pando,--,--,--,--,SI,--,--,--,--
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),--,--,--,--,SI,--,SI,--,SI
CORRIENTES,San Roque,San Roque,--,--,--,--,SI,SI,SI,--,SI
CORRIENTES,Santo Tomé,Garruchos,--,--,--,--,SI,--,--,--,--
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,SI,--,--,SI,SI,SI,SI,--,SI
CORRIENTES,Santo Tomé,José Rafael Gómez,--,--,--,--,SI,--,--,SI,--
CORRIENTES,Santo Tomé,Santo Tomé,SI,--,--,--,SI,SI,SI,SI,SI
CORRIENTES,Sauce,Sauce,--,SI,--,--,SI,SI,SI,--,SI
ENTRE RIOS,Colón,Arroyo Barú,--,--,--,SI,SI,--,SI,SI,SI
LA PAMPA,Realicó,Adolfo Van Praet,--,SI,--,--,--,--,SI,SI,SI
LA PAMPA,Realicó,Alta Italia,--,--,--,--,--,--,SI,SI,SI
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),--,--,--,SI,--,--,SI,SI,--
LA PAMPA,Realicó,Embajador Martini,SI,--,--,SI,SI,--,SI,SI,SI
LA PAMPA,Realicó,Falucho,--,--,--,--,--,--,SI,SI,SI
LA PAMPA,Realicó,Ingeniero Luiggi,--,--,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Realicó,Ojeda,--,--,--,--,--,--,--,SI,--
LA PAMPA,Realicó,Realicó,SI,--,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Toay,Cachirulo,--,--,--,--,SI,SI,--,--,--
LA PAMPA,Toay,Naicó,--,--,--,--,--,--,--,--,--
LA PAMPA,Toay,Toay,SI,SI,--,SI,SI,SI,SI,SI,SI
LA PAMPA,Trenel,Arata,--,--,--,SI,SI,SI,SI,SI,SI
NEUQUEN,Lácar,San Martín de los Andes,SI,SI,--,SI,SI,SI,SI,SI,SI
NEUQUEN,Lácar,Villa Lago Meliquina,SI,--,--,SI,SI,--,SI,SI,SI
NEUQUEN,Loncopué,Chorriaca,--,--,--,--,--,--,--,SI,SI
NEUQUEN,Loncopué,Loncopué,--,SI,SI,--,SI,--,SI,SI,SI
NEUQUEN,Los Lagos,Villa La Angostura,SI,--,SI,SI,SI,SI,SI,SI,SI
NEUQUEN,Los Lagos,Villa Traful,--,--,--,--,--,--,SI,--,SI
NEUQUEN,Minas,Andacollo,--,--,SI,SI,--,--,SI,SI,SI
NEUQUEN,Minas,Huinganco,--,--,SI,--,--,--,SI,SI,SI
NEUQUEN,Minas,Las Ovejas,--,--,--,--,--,--,SI,SI,--
NEUQUEN,Minas,Los Miches,--,--,--,--,--,--,--,--,--
NEUQUEN,Minas,Manzano Amargo,--,--,--,--,--,--,--,SI,--
NEUQUEN,Minas,Varvarco,--,--,--,--,SI,--,--,SI,--
NEUQUEN,Minas,Villa del Nahueve,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Coronel Suárez,Huanguelén,--,--,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Coronel Suárez,Pasman,--,--,--,--,--,--,--,SI,--
BUENOS AIRES,Coronel Suárez,San José,--,SI,--,SI,SI,--,SI,--,--
BUENOS AIRES,Coronel Suárez,Santa María,--,SI,--,SI,SI,--,SI,--,--
BUENOS AIRES,Coronel Suárez,Santa Trinidad,--,SI,--,SI,SI,SI,SI,--,--
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,--,SI,--,SI,--,--,--,--,--
BUENOS AIRES,Daireaux,Andant,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Daireaux,Arboledas,--,--,--,--,SI,--,SI,--,--
BUENOS AIRES,Daireaux,Daireaux,SI,--,--,--,SI,SI,SI,SI,SI
BUENOS AIRES,Daireaux,La Larga,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Daireaux,La Manuela,--,--,--,--,--,--,--,--,--
BUENOS AIRES,Daireaux,Salazar,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Dolores,Dolores,SI,SI,SI,SI,SI,SI,SI,SI,--
BUENOS AIRES,Dolores,Sevigne,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Barrio Las Casuarinas,--,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Carlos Keen,--,--,--,--,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Club de Campo Los Puentes,--,--,--,--,SI,SI,--,--,--
BUENOS AIRES,Luján,Cortines,SI,--,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Country Club Las Praderas,--,--,--,--,SI,--,--,--,--
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),SI,SI,--,SI,SI,SI,SI,SI,--
BUENOS AIRES,Luján,Lezica y Torrezuri,--,--,--,--,SI,SI,--,SI,--
BUENOS AIRES,Luján,Luján,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Luján,Olivera,--,--,--,SI,SI,SI,SI,SI,--
CORDOBA,Punilla,Las Jarillas,--,--,--,--,--,--,--,SI,--
SAN LUIS,Ayacucho,Pampa Grande,--,--,--,SI,--,--,--,--,--
SAN LUIS,Ayacucho,Pozo Del Molle,--,--,--,--,--,--,--,--,--
