Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
SAN LUIS,Gobernador Dupuy,Unión,74042140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Carpinteria,74049010,,,,,,,,,,,,,,112.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Cerro de Oro,74049020,,,,,,,,,,,,,,52.0,,,,,,,,,,37.0,,,,,,,,,,,,,16.0,,,,,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Lafinur,74049030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Los Cajones,74049040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Los Molles,74049050,,,,,,,,,,,,,,5.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Merlo,74049060,1.0,,,,,,,,,,,,,862.0,,,,,,,,,,603.0,,,,,,,,,,,,,224.0,,,,,,5.491,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,,,,,,,,142.0,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,1.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Junín,Talita,74049080,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Alto Pelado,74056010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Alto Pencoso,74056020,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Balde,74056030,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Beazley,74056040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Cazador,74056050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Chosmes,74056060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Desaguadero,74056070,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,El Volcán,74056080,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,21.0,,,,,,,,,,,2.0,,,,,,1.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Jarilla,74056090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Juana Koslay,74056100,,,,,,,3.0,,,,3.0,,,57.0,,86.0,,,2.0,89.0,,,,138.0,,361.0,,,1.0,,,,196.0,,,,77.0,,,,,,3.541,,,,,20.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,La Punta,74056105,,,,,,,,,,,,,,,,,,,,4.0,,,,,,575.0,,,499.0,,,,,,,,74.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Las Barrancas,74056070,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Potrero de los Funes,74056120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Salinas del Bebedero,74056130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,San Jerónimo,74056140,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,San Luis,74056150,4.0,,,3.0,1.0,,125.0,318.0,,,388.0,,,1.533,,915.0,,,1.0,3.086,,,,1.085,,7.779,,,23.0,,,,818.0,,,,973.0,,,,,,20.489,,,,,109.0,,,,,,,,,,,3.0,,,29.0,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Varela,74056140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,La Capital,Zanjitas,74056160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN LUIS,OTROS,OTROS,Sin Datos,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,,,,,1.0,,2.0,,,,1.0,,,1.0,,46.0,,,,,,,,199.0,,,,,,,,,371.0,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,2.0,,,,1.0,,11.0,,,,1.0,,,,,37.0,,,,,,,,96.0,,,,,515.0,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Caleta Olivia,78014010,325.0,,,4.0,1.0,,,6.307,,,1.166,,,911.0,,,,,,13.0,,,,,,729.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Cañadón Seco,78014020,31.0,,,1.0,,,,26.0,,,35.0,,,28.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Jaramillo,78014040,4.0,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Las Heras,78014060,,,,,1.0,,,22.0,,,285.0,,,74.0,,,263.0,,,1.076,,,,,,1.179,,,1.0,,,,272.0,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Pico Truncado,78014070,,,,,3.0,,,158.0,,,612.0,,,33.0,,,563.0,,,1.053,,,,3.0,,944.0,,,,,,,417.0,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Puerto Deseado,78014080,21.0,,,,1.0,,19.0,,,,1.0,,,,,183.0,,,,,,,,614.0,,,,,,,,,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Deseado,Tellier,78014090,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,,,,,1.0,,,10.0,,,1.0,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,Mina 3,78021030,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3.0,3.0,,8.0,6.0,,172.0,,,,1.0,,,4.0,,1.622,,,13.0,4.0,,16.0,,971.0,9.0,151.0,,,1.801,,,,1.497,,,725.0,486.0,,,,,92.0,90.0,,,,,1.997,,,,516.0,,,,25.0,,,,,,4.296,,,,,,,,,,,,,,166.0,,,
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,,,,,1.0,,2.0,,,,1.0,,,,,4.0,,,,,,,,24.0,,,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,El Calafate,78028010,6.0,,,2.0,1.0,,,37.0,,,1.0,,,1.118,,,,,1.627,3.0,,,,11.0,,3.456,,,,,,,32.0,,,,32.0,,,,,,821.0,,,,,7.0,,,,,,,,9.0,,,,,,295.0,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,4.0,,,1.0,,,,,,,,,,365.0,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,8.0,,,1.0,1.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,7.0,,,2.0,2.0,,12.0,,,,1.0,,,,,109.0,,,,,,,,406.0,,,,,,,,,328.0,,,,1.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,OTROS,OTROS,Sin Datos,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,2.0,,,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Esteban Rams,82077010,,,,2.0,,,,,,,,,,,,,,,,,,29.0,,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Gato Colorado,82077020,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,,,,3.0,,,,,,,,,,,,,,,,,,135.0,,,,7.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Logroño,82077040,,,,,,,,,,,,,,,,,,,,,,37.0,,,,7.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Montefiore,82077050,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Pozo Borrado,82077060,,,,,,,,,,,,,,,,,,,,,,112.0,,,,12.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,San Bernardo,82077065,,,,,,,,,,,,,,,,,,,,,,91.0,,,,12.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Santa Margarita,82077070,,,,5.0,,,,,,,,,,,,,,,,,,87.0,,,,7.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Tostado,82077080,,,,2.0,,,,,,,,,,3.0,,,,,,6.0,,1.518,,,,1.17,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
SANTA FE,9 de Julio,Villa Minetti,82077090,,,,5.0,,,,,,,,,,,,,,,,,,221.0,,,,36.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
SANTA FE,Belgrano,Armstrong,82007010,,,,,,,,8.0,,,,,,178.0,,,,,145.0,213.0,,,,,,658.0,,,,,,,51.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
SANTA FE,Belgrano,Bouquet,82007020,0.0,,,,,,,1.0,,,,,,,,,,,338.0,,,,,32.0,,,,,12.0,,,,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Belgrano,Las Parejas,82007030,,,,,,,,12.0,,,,,,20.0,,,,,124.0,449.0,,,,,,664.0,,,,,,,34.0,,,,1.486,,,,,,,,,,,1.0,,,,,,,,,,,,,,739.0,,,,,,,,,,,,,,,,,
SANTA FE,Belgrano,Las Rosas,82007040,,,,,,,,7.0,,,,,,30.0,,,,,,317.0,,,,,,995.0,,,,,,,36.0,,,,2.734,,,,,,,,,,,27.0,,,,,,,,15.0,,,,,,8.0,,,,,,,,,,,,,,,,,
SANTA FE,Belgrano,Montes de Oca,82007050,168.0,,,1.0,,,,,,,,,,,,,,,557.0,,,,,579.0,,78.0,,,21.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Belgrano,Tortugas,82007060,,,,,1.0,,,1.0,,,,,,5.0,,,,,,15.0,,,,,,111.0,,,,,,,33.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Arequito,82014010,,,,,,,,2.0,,,,,,907.0,,,,,,14.0,,,,854.0,,40.0,,,,,,,6.0,,,,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Arteaga,82014020,,,,,,,,,,,211.0,,,4.0,,,448.0,,14.0,21.0,,,,279.0,,34.0,,,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Beravebú,82014030,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Bigand,82014040,,,,,,,,1.0,,,,,,6.0,,,,,,39.0,,,,,,1.585,,,,,,,124.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Casilda,82014050,1.0,,,,,,,33.0,,,,,,835.0,,,23.0,,1.0,2.045,,,,,,1.92,,,375.0,,,,173.0,,,,993.0,,,,,,,,,,,82.0,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Chabás,82014060,,,,,,,,81.0,,,,,,264.0,,,,,,619.0,,,,,,601.0,,,4.0,,,,71.0,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,
SANTA FE,Caseros,Chañar Ladeado,82014070,1.0,,,,,,,,,,,,,1.0,,,,,,22.0,,,,,,36.0,,,,,,,6.0,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Gödeken,82014080,1.0,,,,,,,,,,,,,,,,,,,,,,,498.0,,,,,25.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Los Molinos,82014090,,,,,,,,,,,,,,205.0,,,,,,5.0,,,,239.0,,17.0,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Los Nogales,82014100,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Los Quirquinchos,82014110,,,,,,,,,,,,,,,,,9.0,,58.0,,,,,8.0,,711.0,,,,,,,18.0,,,,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,San José de la Esquina,82014120,2.0,,,,,,,1.0,,,,,,496.0,,,,,1.0,30.0,,,,1.003,,81.0,,,,,,,15.0,,,,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Sanford,82014130,,,,,,,,,,,,,,,,,,,,,,,,,,438.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Caseros,Villada,82014140,,,,,,,,,,,,,,1.0,,,,,,6.0,,,,,,76.0,,,,,,,4.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,66.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,15.0,,,,297.0,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Angélica,82021020,,,,,,,,,,,,,,,,,,,1.0,121.0,,,,,,15.0,,,,,,,244.0,,,,229.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Ataliva,82021030,,,,,,,,,,,,,,,,,,,116.0,88.0,,,,,,13.0,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Aurelia,82021040,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Bauer y Sigel,82021060,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Bella Italia,82021070,,,,,,,,1.0,,,,,,,,,,,4.0,322.0,,,,,,22.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Castellanos,82021080,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Bicha,82021090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Cello,82021100,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Margarita,82021110,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Colonia Raquel,82021120,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Coronel Fraga,82021130,,,,,,,,,,,,,,,,,,,,27.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Esmeralda,82021150,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Estación Clucellas,82021160,,,,,,,,,,,,,,,,,,,4.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Estación Saguier,82021170,,,,,,,,,,,,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Eusebia y Carolina,82021180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Eustolia,82021190,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Frontera,82021200,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Humberto Primo,82021220,,,,,,,,,,,,,,29.0,,,,,10.0,210.0,,1.0,,,,170.0,,,,,,,32.0,,,,84.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Josefina,82021230,,,,,,,,,,,,,,1.0,,,,,1.0,80.0,,,,,,20.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Lehmann,82021240,,,,,,,,,,,,,,222.0,,,,,0.0,123.0,,,,,,185.0,,,,,,,99.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,María Juana,82021250,1.0,,,,,,,,,,,,,,,,,,,,,674.0,,,,924.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
